radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,310,410,12553,176899585,0,-81.5631,30.327,1433,29,1,1458834913,1750110792,0
LTE,310,410,12552,178966281,0,-84.2626,30.4938,9827,50,1,1458834911,1767835921,0
LTE,310,410,12553,176901121,0,-81.4288,30.3592,2939,33,1,1458834913,1747521370,0
LTE,310,410,12553,176896770,0,-81.5814,30.4307,5845,37,1,1458834913,1746405784,0
LTE,310,410,12553,176896784,0,-81.5828,30.4424,3377,26,1,1458834913,1750110903,0
LTE,310,410,12553,176902153,0,-81.7053,30.4489,5444,40,1,1458834913,1746405786,0
LTE,310,410,12553,176901135,0,-81.4421,30.3726,2849,21,1,1458834913,1750110973,0
LTE,310,410,12553,176903682,0,-81.4881,30.3992,1992,50,1,1458834913,1750110974,0
LTE,310,410,12553,176912897,0,-81.5774,30.4324,4881,50,1,1458834914,1746405784,0
LTE,310,410,12553,176908801,0,-81.4676,30.3612,3450,31,1,1458834913,1749490395,0
LTE,310,410,12553,176908808,0,-81.481,30.3622,4997,44,1,1458834913,1749490395,0
LTE,310,410,12553,176908289,0,-81.6015,30.3632,1288,50,1,1458834913,1745008927,0
LTE,310,410,12553,176899841,0,-81.6491,30.3588,4177,50,1,1458834913,1745008928,0
LTE,310,410,12553,176913160,0,-81.609,30.3016,3443,25,1,1458834914,1745695938,0
LTE,310,410,12553,176903696,0,-81.4567,30.3905,3131,22,1,1458834913,1750110974,0
LTE,310,410,12553,176928272,0,-81.6042,30.3283,3669,28,1,1458834915,1749490326,0
LTE,310,410,12553,178950658,0,-81.678,30.3202,4857,27,1,1458834917,1741048987,0
LTE,310,410,12553,178949129,0,-81.4089,30.3274,5521,40,1,1458834917,1749164772,0
LTE,310,410,12553,178950672,0,-81.6807,30.3183,4344,28,1,1458834917,1741047699,0
LTE,310,410,12553,176945929,0,-81.7445,30.4086,3238,35,1,1458834916,1771587482,0
LTE,310,410,12553,176946185,0,-81.6484,30.3043,4898,13,1,1458834916,1741047698,0
LTE,310,410,12553,178947600,0,-81.5553,30.3137,1508,39,1,1458834917,1750110842,0
LTE,310,410,12553,178956291,0,-81.6045,30.3493,3135,50,1,1458834917,1743255793,0
LTE,310,410,12553,178971394,0,-81.4818,30.3083,1549,36,1,1458834917,1740928922,0
LTE,310,410,12553,178997256,0,-81.554,30.3688,3292,32,1,1458834918,1746405783,0
LTE,310,410,12553,178973698,0,-81.6571,30.311,9744,28,1,1458834917,1741048987,0
LTE,310,410,12553,179012881,0,-81.679,30.3216,9029,32,1,1458834918,1741047699,0
LTE,310,410,12553,178972930,0,-81.624,30.379,2976,28,1,1458834917,1749490327,0
LTE,310,410,12553,176906248,0,-81.5241,30.3252,879,29,1,1458834913,1749164775,0
LTE,310,410,12553,176922376,0,-81.6386,30.4593,2219,27,1,1458834914,1750110854,0
LTE,310,410,12553,176906255,0,-81.5282,30.3233,3936,29,1,1458834913,1749164777,0
LTE,310,410,12553,176928002,0,-81.6566,30.4255,7758,28,1,1458834915,1741048989,0
LTE,310,410,12553,178960898,0,-81.5558,30.3971,5440,50,1,1458834917,1745695868,0
LTE,310,410,12553,176940553,0,-81.4005,30.3487,2548,44,1,1458834916,1749164772,0
LTE,310,410,12553,178982403,0,-81.5069,30.3635,6495,27,1,1458834917,1749490397,0
